0x5e0effcd942fbab80567a623c25d3e8b795c0f38,262.4
0x60ae1a2f572c6681d1c52342c5785d4840e29e7f,255.6
0x1f200ba7b67f9618a34e11e3f67907407b7b54b5,158.8
0xc8ef2e76deae8394a632cd8403ce4b0993fd615a,139.2
0x855f3297d95e05d9257e8a72b58bfce3d6425942,86.4
0xe2876e6f82e946be5be75d6fdc3fc743340a9635,62.4
0xebd09d39dd7a7d661cf84992008030c5cd592a08,22
0xcfef99bc050ab98046ef6da31df863dcd858babf,20
0x952645c2f3e4cee95eb1342e590619d78679dc43,19.6
0x0b5bfb355f553a267460bb4cb1c768a8d4940687,19.2
0x43ec5640e18f7384761d8817aa55d38c9a03d855,17.2
0xf7c27d1875e37f23a04adef80bb98aa270a73c6d,15.2
0x641daa44170d795982a54f05d0fc94c3d6293c51,14.4
0x16d82705f9bf5b9cc09fc1445d0269afd91b073e,14
0xa0793dcfdc22f953d852c90ebc001db7b247e0a2,13.2
0xde350ce2a0f5b9074ec2199bd5587de13af25a07,9.2
0x718622cf96bf6b3cd7060b4a33bef67bb171dc65,8.4
0x918ea40816cf75fa7b987bdecac07327b9a42d3a,7.2
0x9d44e6cd583318e4f350a3106ccbe94e7a6d5f32,7.2
0x247aa513c50128ed396bba37b23a999e9014ed62,4.8
0x086c6b77caeb11b3a94fdd7b38d01db7c34e1c5f,4.4
0x6f06f82a6400c8cd1ff008725e0698b42e5b8ffd,4.4
0xad68c8fae0a6851ce4b654196a53d325da28c388,4
0x18a428ce0c31584a21cf8cefdb8849d8013e1994,2.4
0x90cf723df95d0df3e90d235933467e58519f918d,2.4
0x999baf549d6807b2c713ca112d81a0818eb09b80,2.4
0xc0559e3b5825443abb3c2c2d45d5965038d59e63,2.4
